City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
64,preobrazheniye,42.9019,133.9064,0.86,79,1,4.65,RU,1707835735
65,sitka,57.0531,-135.33,0.94,86,0,0.0,US,1707835735
66,betio village,1.358,172.9211,28.02,82,100,6.35,KI,1707835736
67,bogale,16.2833,95.4,23.33,52,19,2.62,MM,1707835736
68,lihue,21.9789,-159.3672,18.77,88,0,3.09,US,1707835737
69,saipan,15.1355,145.701,23.39,94,75,6.17,MP,1707835737
70,ribeira grande,38.5167,-28.7,15.22,88,75,8.75,PT,1707835738
71,blackmans bay,-43.0167,147.3167,13.07,79,98,1.34,AU,1707835738
72,cheongsong gun,36.4335,129.057,3.68,92,0,1.6,KR,1707835739
73,college,64.8569,-147.8028,3.18,72,75,4.12,US,1707835739
74,ilulissat,69.2167,-51.1,-20.99,54,40,2.57,GL,1707835740
75,hermanus,-34.4187,19.2345,23.22,73,29,4.82,ZA,1707835740
76,yambio,4.5721,28.3955,31.73,36,92,2.6,SS,1707835741
77,kimbe,-5.5502,150.1429,24.89,94,86,0.72,PG,1707835741
78,greymouth,-42.4667,171.2,10.62,93,20,1.91,NZ,1707835661
79,minas de marcona,-15.2119,-75.1103,22.88,66,63,5.08,PE,1707835742
80,emerald,-23.5333,148.1667,23.52,92,100,4.84,AU,1707835742
81,kingston,17.997,-76.7936,28.98,80,20,1.54,JM,1707835567
82,fale old settlement,-9.3852,-171.2468,28.1,81,100,13.15,TK,1707835743
83,akjoujt,19.6969,-14.4164,36.87,11,2,4.37,MR,1707835744
84,olyokminsk,60.3736,120.4264,-25.22,99,100,1.37,RU,1707835645
85,touros,-5.1989,-35.4608,30.7,64,50,5.28,BR,1707835745
86,bredasdorp,-34.5322,20.0403,25.35,47,17,7.48,ZA,1707835746
87,yasuj,30.6682,51.588,13.75,21,0,4.12,IR,1707835746
88,barcelos,41.5388,-8.6151,18.29,84,97,3.52,PT,1707835504
89,concordia,-31.393,-58.0209,25.99,48,87,1.79,AR,1707835747
90,ebon,4.582,168.6964,27.82,77,82,10.29,MH,1707835748
91,yellowknife,62.456,-114.3525,-15.71,85,75,2.57,CA,1707835687
92,faya-largeau,17.9257,19.1043,33.29,5,0,4.84,TD,1707835749
93,ancud,-41.8697,-73.8203,18.52,44,12,1.05,CL,1707835750
94,wuwei,37.9281,102.6414,-1.7,54,100,0.55,CN,1707835750
95,quiberon,47.4841,-3.1196,13.44,93,100,3.13,FR,1707835751
96,port lincoln,-34.7333,135.8667,16.82,53,81,5.92,AU,1707835751
97,st. john's,47.5649,-52.7093,0.44,84,100,6.69,CA,1707835661
98,catabola,-12.15,17.2833,20.63,84,47,2.93,AO,1707835752
